"name","metascore","console","userscore","date","date.formatted","Genre","Publisher"
"Mario Tennis",91,"N64",89,"Aug 28, 2000",2000-08-28,"Sports","Nintendo"
"Mario Tennis",91,"N64",89,"Aug 28, 2000",2000-08-28,"Sports","Nintendo"
"Mario Tennis",91,"N64",89,"Aug 28, 2000",2000-08-28,"Sports","N/A"
"Mario Tennis Aces",75,"Switch",69,"Jun 22, 2018",2018-06-22,NA,NA
"Mario Tennis Open",69,"3DS",69,"May 20, 2012",2012-05-20,"Sports","Nintendo"
"Mario Tennis: Power Tour",81,"GBA",82,"Dec 5, 2005",2005-12-05,"Sports","Nintendo"
"Mario Tennis: Ultra Smash",58,"WIIU",53,"Nov 20, 2015",2015-11-20,NA,NA
"Mario vs. Donkey Kong",81,"GBA",81,"May 24, 2004",2004-05-24,"Puzzle","Nintendo"
"Mario vs. Donkey Kong 2: March of the Minis",76,"DS",79,"Sep 25, 2006",2006-09-25,"Puzzle","Nintendo"
"Mario vs. Donkey Kong: Mini-Land Mayhem",79,"DS",78,"Nov 14, 2010",2010-11-14,NA,NA
"Mario vs. Donkey Kong: Minis March Again!",82,"DS",79,"Jun 8, 2009",2009-06-08,NA,NA
"Mario vs. Donkey Kong: Tipping Stars",70,"WIIU",75,"Mar 5, 2015",2015-03-05,"Puzzle","Nintendo"
"Mario vs. Donkey Kong: Tipping Stars",70,"WIIU",75,"Mar 5, 2015",2015-03-05,"Puzzle","Nintendo"
"Mario vs. Donkey Kong: Tipping Stars",70,"3DS",75,"Mar 5, 2015",2015-03-05,"Puzzle","Nintendo"
"Mario vs. Donkey Kong: Tipping Stars",70,"3DS",75,"Mar 5, 2015",2015-03-05,"Puzzle","Nintendo"
"Mark McMorris Infinite Air",50,"PS4",71,"Oct 25, 2016",2016-10-25,NA,NA
"Mark of the Ninja",91,"PC",80,"Oct 16, 2012",2012-10-16,NA,NA
"Mark of the Ninja",90,"X360",74,"Sep 7, 2012",2012-09-07,NA,NA
"Marlow Briggs and the Mask of Death",66,"X360",53,"Sep 20, 2013",2013-09-20,NA,NA
"Mars Matrix",78,"DC",81,"Apr 30, 2001",2001-04-30,NA,NA
"Mars: War Logs",59,"PC",72,"Apr 26, 2013",2013-04-26,NA,NA
"Marvel Avengers: Battle for Earth",50,"WIIU",50,"Dec 4, 2012",2012-12-04,"Action","Ubisoft"
"Marvel Avengers: Battle for Earth",50,"WIIU",50,"Dec 4, 2012",2012-12-04,"Action","Ubisoft"
"Marvel Avengers: Battle for Earth",62,"X360",70,"Oct 30, 2012",2012-10-30,"Action","Ubisoft"
"Marvel Avengers: Battle for Earth",62,"X360",70,"Oct 30, 2012",2012-10-30,"Action","Ubisoft"
"Marvel Heroes",58,"PC",67,"Jun 3, 2013",2013-06-03,NA,NA
"Marvel Heroes 2015",81,"PC",82,"Jun 4, 2014",2014-06-04,NA,NA
"Marvel Heroes Omega",68,"XONE",78,"Jun 30, 2017",2017-06-30,NA,NA
"Marvel Nemesis: Rise of the Imperfects",53,"PS2",63,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",53,"PS2",63,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",53,"PS2",63,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",53,"PS2",63,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",53,"PS2",63,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"PSP",87,"Oct 4, 2005",2005-10-04,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"PSP",87,"Oct 4, 2005",2005-10-04,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"PSP",87,"Oct 4, 2005",2005-10-04,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"PSP",87,"Oct 4, 2005",2005-10-04,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"PSP",87,"Oct 4, 2005",2005-10-04,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",54,"GC",58,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",54,"GC",58,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",54,"GC",58,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",54,"GC",58,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",54,"GC",58,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"XBOX",75,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"XBOX",75,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"XBOX",75,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"XBOX",75,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Nemesis: Rise of the Imperfects",58,"XBOX",75,"Sep 20, 2005",2005-09-20,"Fighting","Electronic Arts"
"Marvel Pinball",83,"PS3",72,"Dec 14, 2010",2010-12-14,NA,NA
"Marvel Pinball 3D",74,"3DS",77,"Jun 28, 2012",2012-06-28,NA,NA
"MARVEL Powers United VR",68,"PC",62,"Jul 26, 2018",2018-07-26,NA,NA
"Marvel Super Hero Squad",51,"PSP",NA,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",51,"PSP",NA,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",51,"PSP",NA,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",51,"PSP",NA,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",49,"WII",58,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",49,"WII",58,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",49,"WII",58,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad",49,"WII",58,"Oct 20, 2009",2009-10-20,"Fighting","THQ"
"Marvel Super Hero Squad: The Infinity Gauntlet",55,"X360",66,"Nov 16, 2010",2010-11-16,"Action","THQ"
"Marvel Super Hero Squad: The Infinity Gauntlet",55,"X360",66,"Nov 16, 2010",2010-11-16,"Action","THQ"
"Marvel Super Hero Squad: The Infinity Gauntlet",55,"X360",66,"Nov 16, 2010",2010-11-16,"Action","THQ"
"Marvel Super Hero Squad: The Infinity Gauntlet",55,"X360",66,"Nov 16, 2010",2010-11-16,"Action","THQ"
"Marvel Super Hero Squad: The Infinity Gauntlet",55,"X360",66,"Nov 16, 2010",2010-11-16,"Action","THQ"
"Marvel Trading Card Game",63,"PSP",76,"Feb 27, 2007",2007-02-27,"Misc","Konami Digital Entertainment"
"Marvel Trading Card Game",61,"DS",51,"May 22, 2007",2007-05-22,"Misc","Konami Digital Entertainment"
"Marvel vs. Capcom 2",85,"PS3",76,"Aug 13, 2009",2009-08-13,NA,NA
"Marvel vs. Capcom 2",90,"DC",88,"Jun 29, 2000",2000-06-29,NA,NA
"Marvel vs. Capcom 2",65,"XBOX",84,"Mar 27, 2003",2003-03-27,NA,NA
"Marvel vs. Capcom 2",82,"X360",80,"Jul 29, 2009",2009-07-29,NA,NA
"Marvel vs. Capcom 2",76,"PS2",88,"Nov 18, 2002",2002-11-18,NA,NA
"Marvel vs. Capcom 3: Fate of Two Worlds",85,"X360",71,"Feb 15, 2011",2011-02-15,"Fighting","Capcom"
"Marvel vs. Capcom 3: Fate of Two Worlds",85,"X360",71,"Feb 15, 2011",2011-02-15,"Fighting","Capcom"
"Marvel vs. Capcom 3: Fate of Two Worlds",84,"PS3",73,"Feb 15, 2011",2011-02-15,"Fighting","Capcom"
"Marvel vs. Capcom 3: Fate of Two Worlds",84,"PS3",73,"Feb 15, 2011",2011-02-15,"Fighting","Capcom"
"Marvel vs. Capcom Origins",72,"PS3",78,"Sep 25, 2012",2012-09-25,"Fighting","Capcom"
"Marvel vs. Capcom Origins",78,"X360",81,"Sep 26, 2012",2012-09-26,"Fighting","Capcom"
"Marvel vs. Capcom: Infinite",72,"PS4",45,"Sep 19, 2017",2017-09-19,NA,NA
"Marvel vs. Capcom: Infinite",77,"XONE",49,"Sep 19, 2017",2017-09-19,NA,NA
"Marvel vs. Capcom: Infinite",69,"PC",51,"Sep 19, 2017",2017-09-19,NA,NA
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",73,"WII",73,"Nov 14, 2006",2006-11-14,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PS2",80,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",83,"XBOX",61,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"X360",75,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",78,"PS3",76,"Nov 17, 2006",2006-11-17,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",82,"PC",77,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance",81,"PSP",74,"Oct 24, 2006",2006-10-24,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",74,"PS3",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",50,"WII",54,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",73,"X360",73,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel: Ultimate Alliance 2",65,"DS",67,"Sep 15, 2009",2009-09-15,"Role-Playing","Activision"
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue",72,"PS4",56,"Apr 18, 2017",2017-04-18,NA,NA
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue",74,"XONE",52,"Apr 18, 2017",2017-04-18,NA,NA
"Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue",70,"PC",54,"Apr 18, 2017",2017-04-18,NA,NA
"Marvel's Guardians of the Galaxy - Episode 2: Under Pressure",72,"PC",57,"Jun 6, 2017",2017-06-06,NA,NA
"Marvel's Guardians of the Galaxy - Episode 2: Under Pressure",70,"PS4",43,"Jun 6, 2017",2017-06-06,NA,NA
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling",72,"PC",68,"Aug 22, 2017",2017-08-22,NA,NA
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling",70,"XONE",38,"Aug 22, 2017",2017-08-22,NA,NA
"Marvel's Guardians of the Galaxy - Episode 3: More Than A Feeling",65,"PS4",62,"Aug 22, 2017",2017-08-22,NA,NA
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You",68,"PS4",64,"Oct 10, 2017",2017-10-10,NA,NA
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You",71,"PC",61,"Oct 10, 2017",2017-10-10,NA,NA
"Marvel's Guardians of the Galaxy - Episode 4: Who Needs You",73,"XONE",60,"Oct 10, 2017",2017-10-10,NA,NA
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'",68,"PC",71,"Nov 7, 2017",2017-11-07,NA,NA
"Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin'",72,"PS4",65,"Nov 7, 2017",2017-11-07,NA,NA
"Marvel's Guardians of the Galaxy: The Telltale Series",78,"PC",74,"Apr 18, 2017",2017-04-18,NA,NA
"Marvel's Spider-Man",87,"PS4",88,"Sep 7, 2018",2018-09-07,NA,NA
"Marvel's Spider-Man: The Heist",75,"PS4",61,"Oct 23, 2018",2018-10-23,NA,NA
"Mary Skelter: Nightmares",78,"VITA",87,"Sep 19, 2017",2017-09-19,NA,NA
"Masochisia",68,"PC",72,"Oct 9, 2015",2015-10-09,NA,NA
"Masquerada: Songs and Shadows",76,"PS4",NA,"Aug 8, 2017",2017-08-08,NA,NA
"Mass Effect",89,"PC",86,"May 28, 2008",2008-05-28,"Role-Playing","Microsoft Game Studios"
"Mass Effect",89,"PC",86,"May 28, 2008",2008-05-28,"Role-Playing","Electronic Arts"
"Mass Effect",91,"X360",87,"Nov 20, 2007",2007-11-20,"Role-Playing","Microsoft Game Studios"
"Mass Effect",91,"X360",87,"Nov 20, 2007",2007-11-20,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PC",88,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PC",88,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PC",88,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PS3",85,"Jan 17, 2011",2011-01-17,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PS3",85,"Jan 17, 2011",2011-01-17,"Role-Playing","Electronic Arts"
"Mass Effect 2",94,"PS3",85,"Jan 17, 2011",2011-01-17,"Role-Playing","Electronic Arts"
"Mass Effect 2",96,"X360",89,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2",96,"X360",89,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2",96,"X360",89,"Jan 26, 2010",2010-01-26,"Role-Playing","Electronic Arts"
"Mass Effect 2: Arrival",65,"X360",60,"Mar 29, 2011",2011-03-29,NA,NA
"Mass Effect 2: Arrival",68,"PS3",60,"Mar 29, 2011",2011-03-29,NA,NA
"Mass Effect 2: Arrival",63,"PC",61,"Mar 29, 2011",2011-03-29,NA,NA
"Mass Effect 2: Kasumi - Stolen Memory",71,"X360",79,"Apr 6, 2010",2010-04-06,NA,NA
"Mass Effect 2: Kasumi - Stolen Memory",71,"PC",73,"Apr 6, 2010",2010-04-06,NA,NA
"Mass Effect 2: Lair of the Shadow Broker",87,"X360",85,"Sep 7, 2010",2010-09-07,NA,NA
"Mass Effect 2: Lair of the Shadow Broker",86,"PC",85,"Sep 7, 2010",2010-09-07,NA,NA
"Mass Effect 2: Overlord",81,"X360",76,"Jun 15, 2010",2010-06-15,NA,NA
"Mass Effect 3",93,"PS3",56,"Mar 5, 2012",2012-03-05,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"PS3",56,"Mar 5, 2012",2012-03-05,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"PS3",56,"Mar 5, 2012",2012-03-05,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"PS3",56,"Mar 5, 2012",2012-03-05,"Role-Playing","Electronic Arts"
"Mass Effect 3",89,"PC",57,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",89,"PC",57,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",89,"PC",57,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",89,"PC",57,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"X360",59,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"X360",59,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"X360",59,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3",93,"X360",59,"Mar 6, 2012",2012-03-06,"Role-Playing","Electronic Arts"
"Mass Effect 3: Citadel",84,"X360",82,"Mar 5, 2013",2013-03-05,NA,NA
"Mass Effect 3: Citadel",84,"PC",79,"Mar 5, 2013",2013-03-05,NA,NA
"Mass Effect 3: From Ashes",59,"X360",37,"Mar 6, 2012",2012-03-06,NA,NA
"Mass Effect 3: Leviathan",74,"X360",68,"Aug 28, 2012",2012-08-28,NA,NA
"Mass Effect 3: Leviathan",75,"PC",68,"Aug 28, 2012",2012-08-28,NA,NA
"Mass Effect 3: Omega",60,"X360",62,"Nov 27, 2012",2012-11-27,NA,NA
"Mass Effect 3: Special Edition",85,"WIIU",76,"Nov 13, 2012",2012-11-13,NA,NA
"Mass Effect: Andromeda",71,"PS4",49,"Mar 21, 2017",2017-03-21,NA,NA
"Mass Effect: Andromeda",76,"XONE",49,"Mar 21, 2017",2017-03-21,NA,NA
"Mass Effect: Andromeda",72,"PC",49,"Mar 21, 2017",2017-03-21,NA,NA
"Mass Effect: Pinnacle Station",48,"X360",38,"Aug 20, 2009",2009-08-20,NA,NA
"Massive Assault",77,"PC",69,"Oct 28, 2003",2003-10-28,NA,NA
"Massive Assault Network",74,"PC",43,"Apr 13, 2004",2004-04-13,NA,NA
"Massive Chalice",72,"XONE",68,"Jun 1, 2015",2015-06-01,NA,NA
"Massive Chalice",73,"PC",60,"Jun 1, 2015",2015-06-01,NA,NA
"Master of Illusion",69,"DS",NA,"Nov 26, 2007",2007-11-26,"Puzzle","Nintendo"
"Master of Orion",74,"PC",67,"Aug 25, 2016",2016-08-25,NA,NA
"Master of Orion 3",64,"PC",43,"Feb 25, 2003",2003-02-25,NA,NA
"Master of the Monster Lair",56,"DS",NA,"Oct 31, 2008",2008-10-31,"Role-Playing","Rising Star Games"
"Master Reboot",59,"PC",59,"Oct 29, 2013",2013-10-29,NA,NA
"Master Reboot",62,"PS3",60,"Mar 4, 2014",2014-03-04,NA,NA
"Master Spy",68,"PC",NA,"Sep 8, 2015",2015-09-08,NA,NA
"Master X Master",76,"PC",77,"Jun 21, 2017",2017-06-21,NA,NA
"Masters of Anima",76,"Switch",54,"Apr 10, 2018",2018-04-10,NA,NA
"Masters of Anima",74,"XONE",NA,"Apr 10, 2018",2018-04-10,NA,NA
"Masters of Anima",74,"PS4",39,"Apr 10, 2018",2018-04-10,NA,NA
"Masters of Anima",71,"PC",60,"Apr 10, 2018",2018-04-10,NA,NA
"Mat Hoffman's Pro BMX",75,"DC",NA,"Sep 11, 2001",2001-09-11,"Sports","Activision"
"Mat Hoffman's Pro BMX",75,"DC",NA,"Sep 11, 2001",2001-09-11,"Sports","Activision"
"Mat Hoffman's Pro BMX",73,"PC",66,"Oct 23, 2001",2001-10-23,"Sports","Activision"
"Mat Hoffman's Pro BMX",73,"PC",66,"Oct 23, 2001",2001-10-23,"Sports","Activision"
"Mat Hoffman's Pro BMX",80,"PS",88,"May 14, 2001",2001-05-14,"Sports","Activision"
"Mat Hoffman's Pro BMX",80,"PS",88,"May 14, 2001",2001-05-14,"Sports","Activision"
"Mat Hoffman's Pro BMX",71,"GBA",NA,"Nov 19, 2001",2001-11-19,"Sports","Activision"
"Mat Hoffman's Pro BMX",71,"GBA",NA,"Nov 19, 2001",2001-11-19,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",76,"PS2",83,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",76,"PS2",83,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",76,"PS2",83,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",76,"PS2",83,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",70,"GC",NA,"Oct 8, 2002",2002-10-08,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",70,"GC",NA,"Oct 8, 2002",2002-10-08,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",70,"GC",NA,"Oct 8, 2002",2002-10-08,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",70,"GC",NA,"Oct 8, 2002",2002-10-08,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",75,"XBOX",NA,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",75,"XBOX",NA,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",75,"XBOX",NA,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Mat Hoffman's Pro BMX 2",75,"XBOX",NA,"Aug 12, 2002",2002-08-12,"Sports","Activision"
"Matt Hazard: Blood Bath and Beyond",63,"X360",87,"Jan 6, 2010",2010-01-06,NA,NA
"Matt Hazard: Blood Bath and Beyond",65,"PS3",64,"Jan 7, 2010",2010-01-07,NA,NA
"Matterfall",72,"PS4",72,"Aug 15, 2017",2017-08-15,NA,NA
"Max & the Magic Marker",76,"WII",84,"Mar 8, 2010",2010-03-08,"Platform","Unknown"
"Max & the Magic Marker",76,"WII",84,"Mar 8, 2010",2010-03-08,"Platform","Unknown"
"Max & the Magic Marker",71,"PC",54,"Feb 8, 2010",2010-02-08,"Platform","Unknown"
"Max & the Magic Marker",71,"PC",54,"Feb 8, 2010",2010-02-08,"Platform","Unknown"
"Max & the Magic Marker: Gold Edition",69,"PS3",34,"Nov 1, 2011",2011-11-01,NA,NA
"Max Payne",89,"PC",91,"Jul 23, 2001",2001-07-23,"Shooter","Take-Two Interactive"
"Max Payne",89,"PC",91,"Jul 23, 2001",2001-07-23,"Shooter","Take-Two Interactive"
"Max Payne",89,"PC",91,"Jul 23, 2001",2001-07-23,"Shooter","Take-Two Interactive"
"Max Payne",89,"PC",91,"Jul 23, 2001",2001-07-23,"Shooter","Take-Two Interactive"
