"name","metascore","console","userscore","date","date.formatted","Genre","Publisher"
"FIFA Street",76,"PS3",64,"Mar 13, 2012",2012-03-13,"Sports","Electronic Arts"
"FIFA Street",76,"PS3",64,"Mar 13, 2012",2012-03-13,"Sports","Electronic Arts"
"FIFA Street",76,"PS3",64,"Mar 13, 2012",2012-03-13,"Sports","Electronic Arts"
"FIFA Street",76,"PS3",64,"Mar 13, 2012",2012-03-13,"Sports","Electronic Arts"
"FIFA Street",76,"PS3",64,"Mar 13, 2012",2012-03-13,"Sports","Electronic Arts"
"FIFA Street",59,"PS2",79,"Feb 22, 2005",2005-02-22,"Sports","Electronic Arts"
"FIFA Street",59,"PS2",79,"Feb 22, 2005",2005-02-22,"Sports","Electronic Arts"
"FIFA Street",59,"PS2",79,"Feb 22, 2005",2005-02-22,"Sports","Electronic Arts"
"FIFA Street",59,"PS2",79,"Feb 22, 2005",2005-02-22,"Sports","Electronic Arts"
"FIFA Street",59,"PS2",79,"Feb 22, 2005",2005-02-22,"Sports","Electronic Arts"
"FIFA Street 2",63,"XBOX",69,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"XBOX",69,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"XBOX",69,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"XBOX",69,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"XBOX",69,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"GC",57,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"GC",57,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"GC",57,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"GC",57,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",63,"GC",57,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",59,"PS2",78,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",59,"PS2",78,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",59,"PS2",78,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",59,"PS2",78,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 2",59,"PS2",78,"Feb 28, 2006",2006-02-28,"Sports","Electronic Arts"
"FIFA Street 3",63,"X360",68,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",63,"X360",68,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",63,"X360",68,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",63,"PS3",69,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",63,"PS3",69,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",63,"PS3",69,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",56,"DS",NA,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",56,"DS",NA,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA Street 3",56,"DS",NA,"Feb 18, 2008",2008-02-18,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",77,"XBOX",84,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",71,"DS",72,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",77,"PC",76,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",77,"PS2",81,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",76,"GC",62,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",72,"X360",66,"Apr 24, 2006",2006-04-24,"Sports","Electronic Arts"
"FIFA World Cup: Germany 2006",72,"PSP",73,"May 22, 2006",2006-05-22,"Sports","Electronic Arts"
"Fight Club",37,"XBOX",47,"Nov 16, 2004",2004-11-16,"Fighting","Vivendi Games"
"Fight Club",37,"XBOX",47,"Nov 16, 2004",2004-11-16,"Fighting","Vivendi Games"
"Fight Club",36,"PS2",45,"Nov 16, 2004",2004-11-16,"Fighting","Vivendi Games"
"Fight Club",36,"PS2",45,"Nov 16, 2004",2004-11-16,"Fighting","Vivendi Games"
"Fight Night 2004",85,"XBOX",85,"Apr 5, 2004",2004-04-05,"Fighting","Electronic Arts"
"Fight Night 2004",85,"XBOX",85,"Apr 5, 2004",2004-04-05,"Fighting","Electronic Arts"
"Fight Night 2004",85,"PS2",87,"Apr 5, 2004",2004-04-05,"Fighting","Electronic Arts"
"Fight Night 2004",85,"PS2",87,"Apr 5, 2004",2004-04-05,"Fighting","Electronic Arts"
"Fight Night Champion",86,"X360",74,"Mar 1, 2011",2011-03-01,"Fighting","Electronic Arts"
"Fight Night Champion",86,"X360",74,"Mar 1, 2011",2011-03-01,"Fighting","Electronic Arts"
"Fight Night Champion",84,"PS3",73,"Mar 1, 2011",2011-03-01,"Fighting","Electronic Arts"
"Fight Night Champion",84,"PS3",73,"Mar 1, 2011",2011-03-01,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"XBOX",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"XBOX",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"XBOX",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",87,"GC",81,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",87,"GC",81,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",87,"GC",81,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"PS2",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"PS2",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 2",88,"PS2",88,"Feb 28, 2005",2005-02-28,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"PS3",79,"Dec 5, 2006",2006-12-05,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"PS3",79,"Dec 5, 2006",2006-12-05,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"PS3",79,"Dec 5, 2006",2006-12-05,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"PS3",79,"Dec 5, 2006",2006-12-05,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"PS3",79,"Dec 5, 2006",2006-12-05,"Fighting","Electronic Arts"
"Fight Night Round 3",86,"X360",88,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",86,"X360",88,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",86,"X360",88,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",86,"X360",88,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",86,"X360",88,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"XBOX",88,"Feb 23, 2006",2006-02-23,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"XBOX",88,"Feb 23, 2006",2006-02-23,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"XBOX",88,"Feb 23, 2006",2006-02-23,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"XBOX",88,"Feb 23, 2006",2006-02-23,"Fighting","Electronic Arts"
"Fight Night Round 3",83,"XBOX",88,"Feb 23, 2006",2006-02-23,"Fighting","Electronic Arts"
"Fight Night Round 3",84,"PS2",82,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",84,"PS2",82,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",84,"PS2",82,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",84,"PS2",82,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",84,"PS2",82,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",74,"PSP",81,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",74,"PSP",81,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",74,"PSP",81,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",74,"PSP",81,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 3",74,"PSP",81,"Feb 20, 2006",2006-02-20,"Fighting","Electronic Arts"
"Fight Night Round 4",88,"PS3",76,"Jun 23, 2009",2009-06-23,"Fighting","Electronic Arts"
"Fight Night Round 4",88,"PS3",76,"Jun 23, 2009",2009-06-23,"Fighting","Electronic Arts"
"Fight Night Round 4",87,"X360",81,"Jun 23, 2009",2009-06-23,"Fighting","Electronic Arts"
"Fight Night Round 4",87,"X360",81,"Jun 23, 2009",2009-06-23,"Fighting","Electronic Arts"
"Fighter Destiny 2",54,"N64",66,"Jul 14, 2000",2000-07-14,"Fighting","Imagineer"
"Fighter Maker 2",58,"PS2",78,"Nov 12, 2002",2002-11-12,"Fighting","Enterbrain"
"Fighter Within",23,"XONE",28,"Nov 19, 2013",2013-11-19,"Fighting","Ubisoft"
"Fighters Uncaged",32,"X360",48,"Nov 4, 2010",2010-11-04,"Fighting","Ubisoft"
"Fighting Fantasy: The Warlock of Firetop Mountain",45,"DS",81,"Nov 23, 2009",2009-11-23,"Role-Playing","Aspyr"
"Figment",75,"Switch",69,"Jun 28, 2018",2018-06-28,NA,NA
"Figment",77,"PC",75,"Sep 22, 2017",2017-09-22,NA,NA
"Filthy Lucre",61,"PS4",64,"Sep 16, 2016",2016-09-16,NA,NA
"Final Exam",57,"X360",72,"Nov 8, 2013",2013-11-08,NA,NA
"Final Exam",60,"PS3",48,"Nov 5, 2013",2013-11-05,NA,NA
"Final Fantasy",67,"PSP",90,"Jun 26, 2007",2007-06-26,"Role-Playing","SquareSoft"
"Final Fantasy",67,"PSP",90,"Jun 26, 2007",2007-06-26,"Role-Playing","SquareSoft"
"Final Fantasy Chronicles",89,"PS",94,"Jun 29, 2001",2001-06-29,"Role-Playing","Square"
"Final Fantasy Crystal Chronicles",80,"GC",88,"Feb 9, 2004",2004-02-09,NA,NA
"Final Fantasy Crystal Chronicles: Echoes of Time",64,"WII",56,"Mar 24, 2009",2009-03-24,"Role-Playing","Square Enix"
"Final Fantasy Crystal Chronicles: Echoes of Time",64,"WII",56,"Mar 24, 2009",2009-03-24,"Role-Playing","Square Enix"
"Final Fantasy Crystal Chronicles: Echoes of Time",75,"DS",73,"Mar 24, 2009",2009-03-24,"Role-Playing","Square Enix"
"Final Fantasy Crystal Chronicles: Echoes of Time",75,"DS",73,"Mar 24, 2009",2009-03-24,"Role-Playing","Square Enix"
"Final Fantasy Crystal Chronicles: My Life as a Darklord",73,"WII",70,"Jul 20, 2009",2009-07-20,NA,NA
"Final Fantasy Crystal Chronicles: My Life as a King",80,"WII",70,"May 12, 2008",2008-05-12,NA,NA
"Final Fantasy Crystal Chronicles: Ring of Fates",77,"DS",72,"Mar 11, 2008",2008-03-11,"Role-Playing","Square Enix"
"Final Fantasy Crystal Chronicles: The Crystal Bearers",66,"WII",87,"Dec 26, 2009",2009-12-26,"Action","Square Enix"
"Final Fantasy Explorers",69,"3DS",84,"Jan 26, 2016",2016-01-26,"Role-Playing","Square Enix"
"Final Fantasy Fables: Chocobo Tales",75,"DS",73,"Apr 3, 2007",2007-04-03,"Adventure","Ubisoft"
"Final Fantasy Fables: Chocobo's Dungeon",76,"WII",80,"Jul 8, 2008",2008-07-08,"Role-Playing","Square Enix"
"Final Fantasy I & II: Dawn of Souls",79,"GBA",70,"Nov 29, 2004",2004-11-29,"Role-Playing","Nintendo"
"Final Fantasy II",63,"PSP",68,"Jul 24, 2007",2007-07-24,"Role-Playing","SquareSoft"
"Final Fantasy II",63,"PSP",68,"Jul 24, 2007",2007-07-24,"Role-Playing","SquareSoft"
"Final Fantasy II",63,"PSP",68,"Jul 24, 2007",2007-07-24,"Role-Playing","Square"
"Final Fantasy III",77,"DS",84,"Nov 14, 2006",2006-11-14,"Role-Playing","Square Enix"
"Final Fantasy III",77,"DS",84,"Nov 14, 2006",2006-11-14,"Role-Playing","Square Enix"
"Final Fantasy III",77,"DS",84,"Nov 14, 2006",2006-11-14,"Role-Playing","SquareSoft"
"Final Fantasy III",77,"DS",84,"Nov 14, 2006",2006-11-14,"Role-Playing","SquareSoft"
"Final Fantasy IV",85,"DS",88,"Jul 21, 2008",2008-07-21,"Simulation","SquareSoft"
"Final Fantasy IV",85,"DS",88,"Jul 21, 2008",2008-07-21,"Simulation","Square Enix"
"Final Fantasy IV Advance",85,"GBA",74,"Dec 12, 2005",2005-12-12,"Role-Playing","Nintendo"
"Final Fantasy IV: The After Years",69,"WII",69,"Jun 1, 2009",2009-06-01,NA,NA
"Final Fantasy IV: The Complete Collection",77,"PSP",90,"Apr 18, 2011",2011-04-18,"Role-Playing","Square Enix"
"Final Fantasy IX",84,"PC",92,"Apr 14, 2016",2016-04-14,"Role-Playing","SquareSoft"
"Final Fantasy IX",85,"PS4",91,"Sep 19, 2017",2017-09-19,"Role-Playing","SquareSoft"
"Final Fantasy IX",94,"PS",92,"Nov 13, 2000",2000-11-13,"Role-Playing","SquareSoft"
"Final Fantasy Origins",79,"PS",79,"Apr 8, 2003",2003-04-08,NA,NA
"Final Fantasy Tactics A2: Grimoire of the Rift",80,"DS",87,"Jun 24, 2008",2008-06-24,"Role-Playing","Square Enix"
"Final Fantasy Tactics Advance",87,"GBA",92,"Sep 8, 2003",2003-09-08,"Role-Playing","SquareSoft"
"Final Fantasy Tactics: The War of the Lions",88,"PSP",89,"Oct 9, 2007",2007-10-09,"Role-Playing","Square Enix"
"Final Fantasy Type-0 HD",69,"PC",65,"Aug 18, 2015",2015-08-18,NA,NA
"Final Fantasy Type-0 HD",72,"XONE",80,"Mar 17, 2015",2015-03-17,NA,NA
"Final Fantasy Type-0 HD",72,"PS4",74,"Mar 17, 2015",2015-03-17,NA,NA
"Final Fantasy V Advance",83,"GBA",84,"Nov 6, 2006",2006-11-06,"Role-Playing","Nintendo"
"Final Fantasy VI Advance",92,"GBA",93,"Feb 5, 2007",2007-02-05,"Role-Playing","Nintendo"
"Final Fantasy X",92,"PS2",89,"Dec 17, 2001",2001-12-17,"Role-Playing","Sony Computer Entertainment"
"Final Fantasy X / X-2 HD Remaster",85,"PS3",87,"Mar 18, 2014",2014-03-18,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",85,"PS3",87,"Mar 18, 2014",2014-03-18,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",84,"PS4",86,"May 12, 2015",2015-05-12,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",84,"PS4",86,"May 12, 2015",2015-05-12,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",86,"VITA",89,"Mar 18, 2014",2014-03-18,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",86,"VITA",89,"Mar 18, 2014",2014-03-18,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",83,"PC",92,"May 12, 2016",2016-05-12,"Role-Playing","Square Enix"
"Final Fantasy X / X-2 HD Remaster",83,"PC",92,"May 12, 2016",2016-05-12,"Role-Playing","Square Enix"
"Final Fantasy X-2",85,"PS2",75,"Nov 18, 2003",2003-11-18,"Role-Playing","Electronic Arts"
"Final Fantasy XI",85,"PS2",69,"Mar 23, 2004",2004-03-23,"Role-Playing","Square Enix"
"Final Fantasy XI",85,"PS2",69,"Mar 23, 2004",2004-03-23,"Role-Playing","Unknown"
"Final Fantasy XI",66,"X360",64,"Apr 18, 2006",2006-04-18,"Role-Playing","Square Enix"
"Final Fantasy XI",66,"X360",64,"Apr 18, 2006",2006-04-18,"Role-Playing","Unknown"
"Final Fantasy XI",85,"PC",76,"Oct 28, 2003",2003-10-28,"Role-Playing","Square Enix"
"Final Fantasy XI",85,"PC",76,"Oct 28, 2003",2003-10-28,"Role-Playing","Unknown"
"Final Fantasy XI: Chains of Promathia",73,"PC",85,"Sep 21, 2004",2004-09-21,"Role-Playing","Square Enix"
"Final Fantasy XI: Chains of Promathia",77,"PS2",82,"Sep 21, 2004",2004-09-21,"Role-Playing","Square Enix"
"Final Fantasy XI: Treasures of Aht Urhgan",83,"PC",67,"Apr 18, 2006",2006-04-18,"Role-Playing","Square Enix"
"Final Fantasy XII",92,"PS2",79,"Oct 31, 2006",2006-10-31,"Role-Playing","Square Enix"
"Final Fantasy XII: Revenant Wings",81,"DS",87,"Nov 20, 2007",2007-11-20,"Role-Playing","Square Enix"
"Final Fantasy XII: The Zodiac Age",86,"PS4",83,"Jul 11, 2017",2017-07-11,NA,NA
"Final Fantasy XII: The Zodiac Age",83,"PC",85,"Feb 1, 2018",2018-02-01,NA,NA
"Final Fantasy XIII",82,"X360",60,"Mar 9, 2010",2010-03-09,"Role-Playing","Square Enix"
"Final Fantasy XIII",82,"X360",60,"Mar 9, 2010",2010-03-09,"Role-Playing","Square Enix"
"Final Fantasy XIII",83,"PS3",72,"Mar 9, 2010",2010-03-09,"Role-Playing","Square Enix"
"Final Fantasy XIII",83,"PS3",72,"Mar 9, 2010",2010-03-09,"Role-Playing","Square Enix"
"Final Fantasy XIII-2",79,"PS3",68,"Jan 31, 2012",2012-01-31,"Role-Playing","Square Enix"
"Final Fantasy XIII-2",79,"PS3",68,"Jan 31, 2012",2012-01-31,"Role-Playing","Square Enix"
"Final Fantasy XIII-2",79,"X360",63,"Jan 31, 2012",2012-01-31,"Role-Playing","Square Enix"
"Final Fantasy XIII-2",79,"X360",63,"Jan 31, 2012",2012-01-31,"Role-Playing","Square Enix"
"Final Fantasy XIV Online",49,"PC",39,"Sep 22, 2010",2010-09-22,NA,NA
"Final Fantasy XIV Online: A Realm Reborn",86,"PS4",72,"Apr 14, 2014",2014-04-14,NA,NA
"Final Fantasy XIV Online: A Realm Reborn",83,"PC",70,"Aug 27, 2013",2013-08-27,NA,NA
"Final Fantasy XIV Online: A Realm Reborn",78,"PS3",57,"Aug 27, 2013",2013-08-27,NA,NA
"Final Fantasy XIV: Heavensward",86,"PC",82,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Heavensward",86,"PC",82,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Heavensward",86,"PC",82,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Heavensward",86,"PS4",81,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Heavensward",86,"PS4",81,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Heavensward",86,"PS4",81,"Jun 23, 2015",2015-06-23,"Action","Square Enix"
"Final Fantasy XIV: Stormblood",89,"PS4",85,"Jun 20, 2017",2017-06-20,NA,NA
"Final Fantasy XIV: Stormblood",87,"PC",81,"Jun 20, 2017",2017-06-20,NA,NA
"Final Fantasy XV",83,"XONE",73,"Nov 29, 2016",2016-11-29,NA,NA
"Final Fantasy XV",81,"PS4",76,"Nov 29, 2016",2016-11-29,NA,NA
"Final Fantasy XV Pocket Edition HD",69,"Switch",57,"Sep 13, 2018",2018-09-13,NA,NA
"Final Fantasy XV: Episode Gladiolus",59,"PS4",80,"Mar 29, 2017",2017-03-29,NA,NA
"Final Fantasy XV: Episode Prompto",65,"PS4",83,"Jun 27, 2017",2017-06-27,NA,NA
"Final Fantasy XV: Royal Edition",77,"PS4",82,"Mar 6, 2018",2018-03-06,NA,NA
"Final Fantasy XV: Windows Edition",85,"PC",77,"Mar 6, 2018",2018-03-06,NA,NA
"Final Fantasy: The 4 Heroes of Light",71,"DS",86,"Oct 5, 2010",2010-10-05,"Role-Playing","Square Enix"
"Final Fight One",82,"GBA",79,"Sep 26, 2001",2001-09-26,"Fighting","Ubisoft"
"Final Fight: Double Impact",79,"PS3",68,"Apr 15, 2010",2010-04-15,NA,NA
"Final Fight: Double Impact",77,"X360",76,"Apr 14, 2010",2010-04-14,NA,NA
"Final Fight: Streetwise",42,"XBOX",50,"Feb 28, 2006",2006-02-28,"Action","Capcom"
"Final Fight: Streetwise",42,"XBOX",50,"Feb 28, 2006",2006-02-28,"Action","Capcom"
"Final Fight: Streetwise",43,"PS2",61,"Feb 28, 2006",2006-02-28,"Action","Capcom"
"Final Fight: Streetwise",43,"PS2",61,"Feb 28, 2006",2006-02-28,"Action","Capcom"
"Finding Nemo",62,"GC",55,"May 12, 2003",2003-05-12,"Action","THQ"
"Finding Nemo",62,"GC",55,"May 12, 2003",2003-05-12,"Action","THQ"
"Finding Nemo",62,"GC",55,"May 12, 2003",2003-05-12,"Action","THQ"
"Finding Nemo",62,"GC",55,"May 12, 2003",2003-05-12,"Action","THQ"
"Finding Nemo",63,"XBOX",NA,"May 9, 2003",2003-05-09,"Action","THQ"
"Finding Nemo",63,"XBOX",NA,"May 9, 2003",2003-05-09,"Action","THQ"
"Finding Nemo",63,"XBOX",NA,"May 9, 2003",2003-05-09,"Action","THQ"
"Finding Nemo",63,"XBOX",NA,"May 9, 2003",2003-05-09,"Action","THQ"
"Finding Paradise",81,"PC",83,"Dec 14, 2017",2017-12-14,NA,NA
"Finny the Fish & the Seven Waters",59,"PS2",NA,"May 17, 2005",2005-05-17,"Sports","Sony Computer Entertainment"
"FIRE",64,"PC",69,"Apr 9, 2015",2015-04-09,NA,NA
"Fire Blade",64,"PS2",NA,"Jun 16, 2002",2002-06-16,NA,NA
"Fire Emblem",88,"GBA",91,"Nov 3, 2003",2003-11-03,"Strategy","Nintendo"
"Fire Emblem Echoes: Shadows of Valentia",81,"3DS",86,"May 19, 2017",2017-05-19,NA,NA
"Fire Emblem Fates: Birthright",86,"3DS",73,"Feb 19, 2016",2016-02-19,NA,NA
"Fire Emblem Fates: Conquest",87,"3DS",73,"Feb 19, 2016",2016-02-19,NA,NA
"Fire Emblem Fates: Revelation",88,"3DS",59,"Mar 10, 2016",2016-03-10,NA,NA
"Fire Emblem Fates: Special Edition",88,"3DS",67,"Feb 19, 2016",2016-02-19,NA,NA
"Fire Emblem Warriors",74,"Switch",80,"Oct 20, 2017",2017-10-20,NA,NA
"Fire Emblem Warriors",69,"3DS",81,"Oct 20, 2017",2017-10-20,NA,NA
"Fire Emblem: Awakening",92,"3DS",91,"Feb 4, 2013",2013-02-04,"Role-Playing","Nintendo"
"Fire Emblem: Path of Radiance",85,"GC",89,"Oct 17, 2005",2005-10-17,"Action","Nintendo"
"Fire Emblem: Radiant Dawn",78,"WII",87,"Nov 5, 2007",2007-11-05,"Strategy","Nintendo"
"Fire Emblem: Shadow Dragon",81,"DS",70,"Feb 16, 2009",2009-02-16,"Role-Playing","Nintendo"
"Fire Emblem: The Sacred Stones",85,"GBA",89,"May 23, 2005",2005-05-23,"Strategy","Nintendo"
"Fire Pro Wrestling",80,"GBA",NA,"Jun 10, 2001",2001-06-10,NA,NA
"Fire Pro Wrestling",48,"X360",34,"Sep 21, 2012",2012-09-21,NA,NA
"Fire Pro Wrestling 2",72,"GBA",83,"Sep 23, 2002",2002-09-23,NA,NA
"Fire Pro Wrestling Returns",78,"PS2",86,"Nov 13, 2007",2007-11-13,"Sports","505 Games"
"Fire Pro Wrestling World",79,"PS4",65,"Aug 28, 2018",2018-08-28,NA,NA
"Fireburst",35,"X360",40,"Jun 14, 2013",2013-06-14,NA,NA
"Firefall",60,"PC",67,"Jul 29, 2014",2014-07-29,NA,NA
"Firefighter F.D. 18",63,"PS2",78,"Mar 9, 2004",2004-03-09,NA,NA
"FireStarter",57,"PC",58,"Mar 5, 2004",2004-03-05,NA,NA
"Firewall Zero Hour",79,"PS4",87,"Aug 28, 2018",2018-08-28,NA,NA
"Firewatch",85,"XONE",43,"Sep 21, 2016",2016-09-21,NA,NA
"Firewatch",81,"PC",69,"Feb 9, 2016",2016-02-09,NA,NA
"Firewatch",76,"PS4",68,"Feb 9, 2016",2016-02-09,NA,NA
"Fish Tycoon",46,"DS",70,"Oct 16, 2007",2007-10-16,"Simulation","Majesco Entertainment"
"Fisherman's Challenge",67,"PS2",68,"Jan 19, 2003",2003-01-19,"Sports","Konami Digital Entertainment"
"Fishing Master",58,"WII",81,"Sep 18, 2007",2007-09-18,"Misc","Konami Digital Entertainment"
"Fishing Resort",69,"WII",70,"Nov 22, 2011",2011-11-22,"Sports","Namco Bandai Games"
"Fist of Jesus",63,"PC",52,"Oct 17, 2014",2014-10-17,NA,NA
"Fist of the North Star: Ken's Rage",60,"PS3",70,"Nov 2, 2010",2010-11-02,"Action","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage",60,"PS3",70,"Nov 2, 2010",2010-11-02,"Action","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage",59,"X360",71,"Nov 2, 2010",2010-11-02,"Action","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage",59,"X360",71,"Nov 2, 2010",2010-11-02,"Action","Ubisoft Annecy"
"Fist of the North Star: Ken's Rage 2",49,"PS3",72,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2",49,"PS3",72,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2",49,"PS3",72,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2",55,"X360",71,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2",55,"X360",71,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Ken's Rage 2",55,"X360",71,"Feb 5, 2013",2013-02-05,"Fighting","Tecmo Koei"
"Fist of the North Star: Lost Paradise",73,"PS4",79,"Oct 2, 2018",2018-10-02,NA,NA
"Fist Puncher",73,"PC",75,"Jun 21, 2013",2013-06-21,NA,NA
"Five Nights at Freddy's",78,"PC",71,"Aug 8, 2014",2014-08-08,NA,NA
"Five Nights at Freddy's 3",68,"PC",69,"Mar 2, 2015",2015-03-02,NA,NA
"Flame Over",69,"VITA",61,"Mar 10, 2015",2015-03-10,NA,NA
"Flash Focus: Vision Training in Minutes a Day",59,"DS",44,"Oct 15, 2007",2007-10-15,"Misc","Nintendo"
"Flashback",77,"Switch",77,"Jun 17, 2018",2018-06-17,NA,NA
"Flashback",50,"X360",47,"Aug 21, 2013",2013-08-21,NA,NA
"Flat Heroes",85,"Switch",79,"Aug 2, 2018",2018-08-02,NA,NA
"FlatOut",70,"PS2",81,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
"FlatOut",70,"PS2",81,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
"FlatOut",71,"XBOX",81,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
"FlatOut",71,"XBOX",81,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
"FlatOut",72,"PC",77,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
"FlatOut",72,"PC",77,"Jul 12, 2005",2005-07-12,"Racing","Empire Interactive"
